,pressure,wavenumber,opd,w0,g0
0,1,4166.666666666667,0.0,0.0,0.0
1,1,4347.826086956522,0.0,0.0,0.0
2,1,4545.454545454545,0.0,0.0,0.0
3,1,4761.9047619047615,0.0,0.0,0.0
4,1,5000.0,0.0,0.0,0.0
5,1,5263.1578947368425,0.0,0.0,0.0
6,1,5555.555555555556,0.0,0.0,0.0
7,1,5882.352941176471,0.0,0.0,0.0
8,1,6250.0,0.0,0.0,0.0
9,1,6666.666666666667,0.0,0.0,0.0
10,1,7142.857142857143,0.0,0.0,0.0
11,1,7692.307692307692,0.0,0.0,0.0
12,1,8333.333333333334,0.0,0.0,0.0
13,1,9090.90909090909,0.0,0.0,0.0
14,1,10000.0,0.0,0.0,0.0
15,1,11111.111111111111,0.0,0.0,0.0
16,1,12500.0,0.0,0.0,0.0
17,1,14285.714285714286,0.0,0.0,0.0
18,1,16666.666666666668,0.0,0.0,0.0
19,1,20000.0,0.0,0.0,0.0
20,1,25000.0,0.0,0.0,0.0
21,1,33333.333333333336,0.0,0.0,0.0
22,2,4166.666666666667,0.0,0.0,0.0
23,2,4347.826086956522,0.0,0.0,0.0
24,2,4545.454545454545,0.0,0.0,0.0
25,2,4761.9047619047615,0.0,0.0,0.0
26,2,5000.0,0.0,0.0,0.0
27,2,5263.1578947368425,0.0,0.0,0.0
28,2,5555.555555555556,0.0,0.0,0.0
29,2,5882.352941176471,0.0,0.0,0.0
30,2,6250.0,0.0,0.0,0.0
31,2,6666.666666666667,0.0,0.0,0.0
32,2,7142.857142857143,0.0,0.0,0.0
33,2,7692.307692307692,0.0,0.0,0.0
34,2,8333.333333333334,0.0,0.0,0.0
35,2,9090.90909090909,0.0,0.0,0.0
36,2,10000.0,0.0,0.0,0.0
37,2,11111.111111111111,0.0,0.0,0.0
38,2,12500.0,0.0,0.0,0.0
39,2,14285.714285714286,0.0,0.0,0.0
40,2,16666.666666666668,0.0,0.0,0.0
41,2,20000.0,0.0,0.0,0.0
42,2,25000.0,0.0,0.0,0.0
43,2,33333.333333333336,0.0,0.0,0.0
44,3,4166.666666666667,0.0,0.0,0.0
45,3,4347.826086956522,0.0,0.0,0.0
46,3,4545.454545454545,0.0,0.0,0.0
47,3,4761.9047619047615,0.0,0.0,0.0
48,3,5000.0,0.0,0.0,0.0
49,3,5263.1578947368425,0.0,0.0,0.0
50,3,5555.555555555556,0.0,0.0,0.0
51,3,5882.352941176471,0.0,0.0,0.0
52,3,6250.0,0.0,0.0,0.0
53,3,6666.666666666667,0.0,0.0,0.0
54,3,7142.857142857143,0.0,0.0,0.0
55,3,7692.307692307692,0.0,0.0,0.0
56,3,8333.333333333334,0.0,0.0,0.0
57,3,9090.90909090909,0.0,0.0,0.0
58,3,10000.0,0.0,0.0,0.0
59,3,11111.111111111111,0.0,0.0,0.0
60,3,12500.0,0.0,0.0,0.0
61,3,14285.714285714286,0.0,0.0,0.0
62,3,16666.666666666668,0.0,0.0,0.0
63,3,20000.0,0.0,0.0,0.0
64,3,25000.0,0.0,0.0,0.0
65,3,33333.333333333336,0.0,0.0,0.0
66,4,4166.666666666667,0.0,0.0,0.0
67,4,4347.826086956522,0.0,0.0,0.0
68,4,4545.454545454545,0.0,0.0,0.0
69,4,4761.9047619047615,0.0,0.0,0.0
70,4,5000.0,0.0,0.0,0.0
71,4,5263.1578947368425,0.0,0.0,0.0
72,4,5555.555555555556,0.0,0.0,0.0
73,4,5882.352941176471,0.0,0.0,0.0
74,4,6250.0,0.0,0.0,0.0
75,4,6666.666666666667,0.0,0.0,0.0
76,4,7142.857142857143,0.0,0.0,0.0
77,4,7692.307692307692,0.0,0.0,0.0
78,4,8333.333333333334,0.0,0.0,0.0
79,4,9090.90909090909,0.0,0.0,0.0
80,4,10000.0,0.0,0.0,0.0
81,4,11111.111111111111,0.0,0.0,0.0
82,4,12500.0,0.0,0.0,0.0
83,4,14285.714285714286,0.0,0.0,0.0
84,4,16666.666666666668,0.0,0.0,0.0
85,4,20000.0,0.0,0.0,0.0
86,4,25000.0,0.0,0.0,0.0
87,4,33333.333333333336,0.0,0.0,0.0
88,5,4166.666666666667,0.0,0.0,0.0
89,5,4347.826086956522,0.0,0.0,0.0
90,5,4545.454545454545,0.0,0.0,0.0
91,5,4761.9047619047615,0.0,0.0,0.0
92,5,5000.0,0.0,0.0,0.0
93,5,5263.1578947368425,0.0,0.0,0.0
94,5,5555.555555555556,0.0,0.0,0.0
95,5,5882.352941176471,0.0,0.0,0.0
96,5,6250.0,0.0,0.0,0.0
