pressure temperature CH4 H2S 
0.000324608 134.331 0.00140245 1.97097e-14 
0.000316395 134.735 0.00140245 1.97097e-14 
0.000308389 135.156 0.00140245 1.97097e-14 
0.000300587 135.577 0.00140245 1.97097e-14 
0.000292981 135.997 0.00140245 1.97097e-14 
0.000285568 136.418 0.00140245 1.97097e-14 
0.000278343 136.839 0.00140245 1.97097e-14 
0.000271301 137.26 0.00140245 1.97097e-14 
0.000264436 137.674 0.00140245 1.97097e-14 
0.000257746 138.084 0.00140245 1.97097e-14 
0.000251224 138.493 0.00140245 1.97097e-14 
0.000244868 138.912 0.00140245 1.97097e-14 
0.000238672 139.338 0.00140245 1.97097e-14 
0.000232634 139.765 0.00140245 1.97097e-14 
0.000226747 140.187 0.00140245 1.97097e-14 
0.00022101 140.592 0.00140245 1.97097e-14 
0.000215418 140.997 0.00140245 1.97097e-14 
0.000209968 141.403 0.00140245 1.97097e-14 
0.000204655 141.858 0.00140245 1.97097e-14 
0.000199477 142.313 0.00140245 1.97097e-14 
0.00019443 142.769 0.00140245 1.97097e-14 
0.000189511 143.193 0.00140245 1.97097e-14 
0.000184716 143.605 0.00140245 1.97097e-14 
0.000180042 144.017 0.00140245 1.97097e-14 
0.000175487 144.443 0.00140245 1.97097e-14 
0.000171047 144.881 0.00140245 1.97097e-14 
0.000166719 145.319 0.00140245 1.97097e-14 
0.000162501 145.767 0.00140245 1.97097e-14 
0.000158389 146.232 0.00140245 1.97097e-14 
0.000154382 146.698 0.00140245 1.97097e-14 
0.000150476 147.159 0.00140245 1.97097e-14 
0.000146669 147.592 0.00140245 1.97097e-14 
0.000142957 148.025 0.00140245 1.97097e-14 
0.00013934 148.459 0.00140245 1.97097e-14 
0.000135815 148.922 0.00140245 1.97097e-14 
0.000132379 149.388 0.00140245 1.97097e-14 
0.000129029 149.854 0.00140245 1.97097e-14 
0.000125765 150.303 0.00140245 1.97097e-14 
0.000122582 150.744 0.00140245 1.97097e-14 
0.000119481 151.185 0.00140245 1.97097e-14 
0.000116458 151.632 0.00140245 1.97097e-14 
0.000113511 152.084 0.00140245 1.97097e-14 
0.000110639 152.537 0.00140245 1.97097e-14 
0.00010784 152.997 0.00140245 1.97097e-14 
0.000105111 153.467 0.00140245 1.97097e-14 
0.000102452 153.938 0.00140245 1.97097e-14 
9.98598e-05 154.296 0.00140245 1.97097e-14 
9.73332e-05 154.514 0.00140245 1.97097e-14 
9.48705e-05 154.731 0.00140245 1.97097e-14 
9.24701e-05 154.943 0.00140245 1.97097e-14 
9.01304e-05 155.137 0.00140245 1.97097e-14 
8.785e-05 155.33 0.00140245 1.97097e-14 
8.56272e-05 155.524 0.00140245 1.97097e-14 
8.34607e-05 155.716 0.00140245 1.97097e-14 
8.1349e-05 155.909 0.00140245 1.97097e-14 
7.92908e-05 156.101 0.00140245 1.97097e-14 
7.72846e-05 156.293 0.00140245 1.97097e-14 
7.53292e-05 156.485 0.00140245 1.97097e-14 
7.34232e-05 156.677 0.00140245 1.97097e-14 
7.15655e-05 156.87 0.00140245 1.97097e-14 
6.97548e-05 157.063 0.00140245 1.97097e-14 
6.79899e-05 157.257 0.00140245 1.97097e-14 
6.62697e-05 157.452 0.00140245 1.97097e-14 
6.45929e-05 157.648 0.00140245 1.97097e-14 
6.29586e-05 157.844 0.00140245 1.97097e-14 
6.13657e-05 158.038 0.00140245 1.97097e-14 
5.9813e-05 158.23 0.00140245 1.97097e-14 
5.82997e-05 158.422 0.00140245 1.97097e-14 
5.68245e-05 158.616 0.00140245 1.97097e-14 
5.53868e-05 158.81 0.00140245 1.97097e-14 
5.39854e-05 159.003 0.00140245 1.97097e-14 
5.26195e-05 159.166 0.00140245 1.97097e-14 
5.12882e-05 159.297 0.00140245 1.97097e-14 
4.99905e-05 159.429 0.00140245 1.97097e-14 
4.87256e-05 159.558 0.00140245 1.97097e-14 
4.74928e-05 159.686 0.00140245 1.97097e-14 
4.62912e-05 159.814 0.00140245 1.97097e-14 
4.51199e-05 159.943 0.00140245 1.97097e-14 
4.39783e-05 160.075 0.00140245 1.97097e-14 
4.28656e-05 160.207 0.00140245 1.97097e-14 
4.1781e-05 160.338 0.00140245 1.97097e-14 
4.07239e-05 160.468 0.00140245 1.97097e-14 
3.96935e-05 160.598 0.00140245 1.97097e-14 
3.86892e-05 160.728 0.00140245 1.97097e-14 
3.77103e-05 160.86 0.00140245 1.97097e-14 
3.67562e-05 160.993 0.00140245 1.97097e-14 
3.58262e-05 161.124 0.00140245 1.97097e-14 
3.49197e-05 161.251 0.00140245 1.97097e-14 
3.40362e-05 161.377 0.00140245 1.97097e-14 
3.3175e-05 161.504 0.00140245 1.97097e-14 
3.23357e-05 161.635 0.00140245 1.97097e-14 
3.15175e-05 161.766 0.00140245 1.97097e-14 
3.07201e-05 161.897 0.00140245 1.97097e-14 
2.99428e-05 162.028 0.00140245 1.97097e-14 
2.91852e-05 162.16 0.00140245 1.97097e-14 
2.84468e-05 162.292 0.00140245 1.97097e-14 
2.7727e-05 162.425 0.00140245 1.97097e-14 
2.70255e-05 162.558 0.00140245 1.97097e-14 
2.63417e-05 162.692 0.00140245 1.97097e-14 
2.56752e-05 162.822 0.00140245 1.97097e-14 
2.50256e-05 162.951 0.00140245 1.97097e-14 
2.43924e-05 163.081 0.00140245 1.97097e-14 
2.37752e-05 163.234 0.00140245 1.97097e-14 
2.31737e-05 163.391 0.00140245 1.97097e-14 
2.25874e-05 163.549 0.00140245 1.97097e-14 
2.20159e-05 163.67 0.00140245 1.97097e-14 
2.14588e-05 163.774 0.00140245 1.97097e-14 
2.09159e-05 163.878 0.00140245 1.97097e-14 
2.03867e-05 163.975 0.00140245 1.97097e-14 
1.98708e-05 164.071 0.00140245 1.97097e-14 
1.93681e-05 164.167 0.00140245 1.97097e-14 
1.8878e-05 164.222 0.00140245 1.97097e-14 
1.84004e-05 164.256 0.00140245 1.97097e-14 
1.79348e-05 164.29 0.00140245 1.97097e-14 
1.74811e-05 164.322 0.00140245 1.97097e-14 
1.70388e-05 164.353 0.00140245 1.97097e-14 
1.66077e-05 164.385 0.00140245 1.97097e-14 
1.61874e-05 164.4 0.00140245 1.97097e-14 
1.57779e-05 164.4 0.00140245 1.97097e-14 
1.53787e-05 164.4 0.00140245 1.97097e-14 
1.49896e-05 164.419 0.00140245 1.97097e-14 
1.46103e-05 164.453 0.00140245 1.97097e-14 
1.42407e-05 164.487 0.00140245 1.97097e-14 
1.38803e-05 164.519 0.00140245 1.97097e-14 
1.35292e-05 164.551 0.00140245 1.97097e-14 
1.31868e-05 164.582 0.00140245 1.97097e-14 
1.28532e-05 164.614 0.00140245 1.97097e-14 
1.2528e-05 164.646 0.00140245 1.97097e-14 
1.2211e-05 164.678 0.00140245 1.97097e-14 
1.1902e-05 164.711 0.00140245 1.97097e-14 
1.16009e-05 164.743 0.00140245 1.97097e-14 
1.13074e-05 164.776 0.00140245 1.97097e-14 
1.10213e-05 164.81 0.00140245 1.97097e-14 
1.07424e-05 164.844 0.00140245 1.97097e-14 
1.04706e-05 164.878 0.00140245 1.97097e-14 
1.02057e-05 164.9 0.00140245 1.97097e-14 
9.94749e-06 164.9 0.00140245 1.97097e-14 
9.6958e-06 164.9 0.00140245 1.97097e-14 
9.45048e-06 164.9 0.00140245 1.97097e-14 
9.21137e-06 164.9 0.00140245 1.97097e-14 
8.97831e-06 164.9 0.00140245 1.97097e-14 
8.75114e-06 164.91 0.00140245 1.97097e-14 
8.52973e-06 164.943 0.00140245 1.97097e-14 
8.31391e-06 164.976 0.00140245 1.97097e-14 
8.10356e-06 165.0 0.00140245 1.97097e-14 
7.89852e-06 165.0 0.00140245 1.97097e-14 
7.69868e-06 165.0 0.00140245 1.97097e-14 
7.50389e-06 165.0 0.00140245 1.97097e-14 
7.31403e-06 165.0 0.00140245 1.97097e-14 
7.12897e-06 165.0 0.00140245 1.97097e-14 
6.9486e-06 165.008 0.00140245 1.97097e-14 
6.77279e-06 165.041 0.00140245 1.97097e-14 
6.60143e-06 165.074 0.00140245 1.97097e-14 
6.4344e-06 165.1 0.00140245 1.97097e-14 
6.2716e-06 165.1 0.00140245 1.97097e-14 
6.11291e-06 165.1 0.00140245 1.97097e-14 
5.95825e-06 165.1 0.00140245 1.97097e-14 
5.8075e-06 165.1 0.00140245 1.97097e-14 
5.66056e-06 165.1 0.00140245 1.97097e-14 
5.51734e-06 165.1 0.00140245 1.97097e-14 
5.37774e-06 165.1 0.00140245 1.97097e-14 
5.24167e-06 165.1 0.00140245 1.97097e-14 
5.10905e-06 165.105 0.00140245 1.97097e-14 
4.97978e-06 165.138 0.00140245 1.97097e-14 
4.85378e-06 165.17 0.00140245 1.97097e-14 
4.73097e-06 165.2 0.00140245 1.97097e-14 
4.61127e-06 165.2 0.00140245 1.97097e-14 
4.4946e-06 165.2 0.00140245 1.97097e-14 
4.38088e-06 165.2 0.00140245 1.97097e-14 
4.27004e-06 165.2 0.00140245 1.97097e-14 
4.162e-06 165.2 0.00140245 1.97097e-14 
4.05669e-06 165.201 0.00140245 1.97097e-14 
3.95405e-06 165.234 0.00140245 1.97097e-14 
3.85401e-06 165.268 0.00140245 1.97097e-14 
3.7565e-06 165.3 0.00140245 1.97097e-14 
3.66145e-06 165.3 0.00140245 1.97097e-14 
3.56881e-06 165.3 0.00140245 1.97097e-14 
3.47852e-06 165.3 0.00140245 1.97097e-14 
3.3905e-06 165.3 0.00140245 1.97097e-14 
3.30472e-06 165.3 0.00140245 1.97097e-14 
3.2211e-06 165.3 0.00140245 1.97097e-14 
3.13961e-06 165.333 0.00140245 1.97097e-14 
3.06017e-06 165.366 0.00140245 1.97097e-14 
2.98274e-06 165.399 0.00140245 1.97097e-14 
2.90727e-06 165.4 0.00140245 1.97097e-14 
2.83372e-06 165.4 0.00140245 1.97097e-14 
2.76202e-06 165.4 0.00140245 1.97097e-14 
2.69213e-06 165.4 0.00140245 1.97097e-14 
2.62402e-06 165.4 0.00140245 1.97097e-14 
2.55763e-06 165.4 0.00140245 1.97097e-14 
2.49291e-06 165.4 0.00140245 1.97097e-14 
2.42984e-06 165.4 0.00140245 1.97097e-14 
2.36836e-06 165.4 0.00140245 1.97097e-14 
2.30844e-06 165.43 0.00140245 1.97097e-14 
2.25003e-06 165.464 0.00140245 1.97097e-14 
2.1931e-06 165.498 0.00140245 1.97097e-14 
2.13761e-06 165.5 0.00140245 1.97097e-14 
2.08352e-06 165.5 0.00140245 1.97097e-14 
2.03081e-06 165.5 0.00140245 1.97097e-14 
1.97943e-06 165.553 0.00140245 1.97097e-14 
1.92934e-06 165.619 0.00140245 1.97097e-14 
1.88053e-06 165.685 0.00140245 1.97097e-14 
1.83295e-06 165.751 0.00140245 1.97097e-14 
1.78657e-06 165.817 0.00140245 1.97097e-14 
1.74137e-06 165.883 0.00140245 1.97097e-14 
1.69731e-06 165.924 0.00140245 1.97097e-14 
1.65436e-06 165.957 0.00140245 1.97097e-14 
1.61251e-06 165.99 0.00140245 1.97097e-14 
1.57171e-06 166.046 0.00140245 1.97097e-14 
1.53194e-06 166.112 0.00140245 1.97097e-14 
1.49318e-06 166.177 0.00140245 1.97097e-14 
1.4554e-06 166.243 0.00140245 1.97097e-14 
1.41858e-06 166.31 0.00140245 1.97097e-14 
1.38268e-06 166.376 0.00140245 1.97097e-14 
1.3477e-06 166.443 0.00140245 1.97097e-14 
1.3136e-06 166.511 0.00140245 1.97097e-14 
1.28037e-06 166.579 0.00140245 1.97097e-14 
1.24797e-06 166.648 0.00140245 1.97097e-14 
1.21639e-06 166.717 0.00140245 1.97097e-14 
1.18562e-06 166.787 0.00140245 1.97097e-14 
1.15562e-06 166.853 0.00140245 1.97097e-14 
1.12638e-06 166.917 0.00140245 1.97097e-14 
1.09788e-06 166.982 0.00140245 1.97097e-14 
1.0701e-06 167.048 0.00140245 1.97097e-14 
1.04303e-06 167.116 0.00140245 1.97097e-14 
1.01664e-06 167.183 0.00140245 1.97097e-14 
9.90916e-07 167.526 0.00140245 1.97097e-14 
9.65844e-07 167.964 0.00140245 1.97097e-14 
9.41407e-07 168.402 0.00140245 1.97097e-14 
9.17587e-07 168.928 0.00140245 1.97097e-14 
8.94371e-07 169.48 0.00140245 1.97097e-14 
8.71742e-07 170.032 0.00140245 1.97097e-14 
8.49686e-07 170.555 0.00140245 1.97097e-14 
8.28187e-07 171.075 0.00140245 1.97097e-14 
8.07232e-07 171.594 0.00140245 1.97097e-14 
7.86808e-07 172.119 0.00140245 1.97097e-14 
7.669e-07 172.644 0.00140245 1.97097e-14 
7.47497e-07 173.168 0.00140245 1.97097e-14 
7.28584e-07 173.693 0.00140245 1.97097e-14 
7.1015e-07 174.217 0.00140245 1.97097e-14 
6.92182e-07 174.756 0.00140245 1.97097e-14 
6.74668e-07 175.33 0.00140245 1.97097e-14 
6.57598e-07 175.905 0.00140245 1.97097e-14 
6.40959e-07 176.46 0.00140245 1.97097e-14 
6.24742e-07 176.995 0.00140245 1.97097e-14 
6.08935e-07 177.53 0.00140245 1.97097e-14 
5.93528e-07 178.073 0.00140245 1.97097e-14 
5.78511e-07 178.62 0.00140245 1.97097e-14 
5.63874e-07 179.167 0.00140245 1.97097e-14 
5.49607e-07 179.717 0.00140245 1.97097e-14 
5.35701e-07 180.267 0.00140245 1.97097e-14 
5.22147e-07 180.818 0.00140245 1.97097e-14 
5.08936e-07 181.376 0.00140245 1.97097e-14 
4.96059e-07 181.933 0.00140245 1.97097e-14 
4.83508e-07 182.506 0.00140245 1.97097e-14 
4.71274e-07 183.094 0.00140245 1.97097e-14 
4.5935e-07 183.682 0.00140245 1.97097e-14 
4.47728e-07 184.253 0.00140245 1.97097e-14 
4.364e-07 184.819 0.00140245 1.97097e-14 
4.25358e-07 185.385 0.00140245 1.97097e-14 
4.14596e-07 185.952 0.00140245 1.97097e-14 
4.04106e-07 186.519 0.00140245 1.97097e-14 
3.93882e-07 187.099 0.00140245 1.97097e-14 
3.83916e-07 187.693 0.00140245 1.97097e-14 
3.74202e-07 188.287 0.00140245 1.97097e-14 
3.64734e-07 188.844 0.00140245 1.97097e-14 
3.55506e-07 189.4 0.00140245 1.97097e-14 
3.46511e-07 189.965 0.00140245 1.97097e-14 
3.37744e-07 190.555 0.00140245 1.97097e-14 
3.29198e-07 191.146 0.00140245 1.97097e-14 
3.20869e-07 191.756 0.00140245 1.97097e-14 
3.1275e-07 192.374 0.00140245 1.97097e-14 
3.04837e-07 192.989 0.00140245 1.97097e-14 
2.97124e-07 193.589 0.00140245 1.97097e-14 
2.89607e-07 194.188 0.00140245 1.97097e-14 
2.82279e-07 194.784 0.00140245 1.97097e-14 
2.75137e-07 195.378 0.00140245 1.97097e-14 
2.68176e-07 195.975 0.00140245 1.97097e-14 
2.6139e-07 196.602 0.00140245 1.97097e-14 
2.54777e-07 197.229 0.00140245 1.97097e-14 
2.48331e-07 197.828 0.00140245 1.97097e-14 
2.42048e-07 198.416 0.00140245 1.97097e-14 
2.35923e-07 199.012 0.00140245 1.97097e-14 
2.29954e-07 199.643 0.00140245 1.97097e-14 
2.24136e-07 200.275 0.00140245 1.97097e-14 
2.18465e-07 200.907 0.00140245 1.97097e-14 
2.12937e-07 201.539 0.00140245 1.97097e-14 
2.0755e-07 202.165 0.00140245 1.97097e-14 
2.02298e-07 202.772 0.00140245 1.97097e-14 
1.9718e-07 203.378 0.00140245 1.97097e-14 
1.92191e-07 204.029 0.00140245 1.97097e-14 
1.87328e-07 204.682 0.00140245 1.97097e-14 
1.82588e-07 205.321 0.00140245 1.97097e-14 
1.77969e-07 205.948 0.00140245 1.97097e-14 
1.73466e-07 206.578 0.00140245 1.97097e-14 
1.69077e-07 207.227 0.00140245 1.97097e-14 
1.64799e-07 207.877 0.00140245 1.97097e-14 
1.60629e-07 208.495 0.00140245 1.97097e-14 
1.56565e-07 209.106 0.00140245 1.97097e-14 
1.52604e-07 209.742 0.00140245 1.97097e-14 
1.48743e-07 210.423 0.00140245 1.97097e-14 
1.44979e-07 211.104 0.00140245 1.97097e-14 
1.41311e-07 211.736 0.00140245 1.97097e-14 
1.37736e-07 212.368 0.00140245 1.97097e-14 
1.34251e-07 213.039 0.00140245 1.97097e-14 
1.30854e-07 213.721 0.00140245 1.97097e-14 
1.27543e-07 214.385 0.00140245 1.97097e-14 
1.24316e-07 215.028 0.00140245 1.97097e-14 
1.21171e-07 215.685 0.00140245 1.97097e-14 
1.18105e-07 216.379 0.00140245 1.97097e-14 
1.15117e-07 217.073 0.00140245 1.97097e-14 
1.12204e-07 217.748 0.00140245 1.97097e-14 
1.09365e-07 218.422 0.00140245 1.97097e-14 
1.06598e-07 219.096 0.00140245 1.97097e-14 
1.03901e-07 219.771 0.00140245 1.97097e-14 
1.01272e-07 220.441 0.00140245 1.97097e-14 
9.87095e-08 221.109 0.00140245 1.97097e-14 
9.6212e-08 221.777 0.00140245 1.97097e-14 
9.37777e-08 222.445 0.00140245 1.97097e-14 
9.1405e-08 223.117 0.00140245 1.97097e-14 
8.90923e-08 223.813 0.00140245 1.97097e-14 
8.68381e-08 224.509 0.00140245 1.97097e-14 
8.4641e-08 225.205 0.00140245 1.97097e-14 
8.24994e-08 225.901 0.00140245 1.97097e-14 
8.04121e-08 226.617 0.00140245 1.97097e-14 
7.83775e-08 227.336 0.00140245 1.97097e-14 
7.63944e-08 228.055 0.00140245 1.97097e-14 
7.44616e-08 228.774 0.00140245 1.97097e-14 
7.25776e-08 229.49 0.00140245 1.97097e-14 
7.07412e-08 230.206 0.00140245 1.97097e-14 
6.89514e-08 230.921 0.00140245 1.97097e-14 
6.72068e-08 231.636 0.00140245 1.97097e-14 
6.55064e-08 232.353 0.00140245 1.97097e-14 
6.38489e-08 233.073 0.00140245 1.97097e-14 
6.22335e-08 233.792 0.00140245 1.97097e-14 
6.06589e-08 234.511 0.00140245 1.97097e-14 
5.91241e-08 235.229 0.00140245 1.97097e-14 
5.76282e-08 235.939 0.00140245 1.97097e-14 
5.61701e-08 236.65 0.00140245 1.97097e-14 
5.47489e-08 237.36 0.00140245 1.97097e-14 
5.33637e-08 238.208 0.00140245 1.97097e-14 
5.20135e-08 240.296 0.00140245 1.97097e-14 
5.06975e-08 242.384 0.00140245 1.97097e-14 
4.94147e-08 244.472 0.00140245 1.97097e-14 
4.81645e-08 246.522 0.00140245 1.97097e-14 
4.69458e-08 247.297 0.00140245 1.97097e-14 
4.5758e-08 248.071 0.00140245 1.97097e-14 
4.46003e-08 248.845 0.00140245 1.97097e-14 
4.34718e-08 249.62 0.00140245 1.97097e-14 
4.23719e-08 250.392 0.00140245 1.97097e-14 
4.12998e-08 251.163 0.00140245 1.97097e-14 
4.02549e-08 251.935 0.00140245 1.97097e-14 
3.92364e-08 252.707 0.00140245 1.97097e-14 
3.82436e-08 253.487 0.00140245 1.97097e-14 
3.7276e-08 254.28 0.00140245 1.97097e-14 
3.63329e-08 255.073 0.00140245 1.97097e-14 
3.54136e-08 255.866 0.00140245 1.97097e-14 
3.45175e-08 256.658 0.00140245 1.97097e-14 
3.36442e-08 257.452 0.00140245 1.97097e-14 
3.27929e-08 258.259 0.00140245 1.97097e-14 
3.19632e-08 259.067 0.00140245 1.97097e-14 
3.11545e-08 259.874 0.00140245 1.97097e-14 
3.03662e-08 260.681 0.00140245 1.97097e-14 
2.95979e-08 261.489 0.00140245 1.97097e-14 
2.8849e-08 262.319 0.00140245 1.97097e-14 
2.81191e-08 263.157 0.00140245 1.97097e-14 
2.74077e-08 263.996 0.00140245 1.97097e-14 
2.67142e-08 264.834 0.00140245 1.97097e-14 
2.60383e-08 265.672 0.00140245 1.97097e-14 
2.53795e-08 266.525 0.00140245 1.97097e-14 
2.47373e-08 267.392 0.00140245 1.97097e-14 
2.41115e-08 268.259 0.00140245 1.97097e-14 
2.35014e-08 269.126 0.00140245 1.97097e-14 
2.29068e-08 269.994 0.00140245 1.97097e-14 
2.23272e-08 270.851 0.00140245 1.97097e-14 
2.17623e-08 271.687 0.00140245 1.97097e-14 
2.12117e-08 272.523 0.00140245 1.97097e-14 
2.0675e-08 273.359 0.00140245 1.97097e-14 
2.01519e-08 274.194 0.00140245 1.97097e-14 
1.9642e-08 275.03 0.00140245 1.97097e-14 
1.9145e-08 275.892 0.00140245 1.97097e-14 
1.86606e-08 276.756 0.00140245 1.97097e-14 
1.81885e-08 277.62 0.00140245 1.97097e-14 
1.77283e-08 278.484 0.00140245 1.97097e-14 
1.72797e-08 279.348 0.00140245 1.97097e-14 
1.68425e-08 280.244 0.00140245 1.97097e-14 
1.64164e-08 281.163 0.00140245 1.97097e-14 
1.6001e-08 282.083 0.00140245 1.97097e-14 
1.55962e-08 283.002 0.00140245 1.97097e-14 
1.52016e-08 283.921 0.00140245 1.97097e-14 
1.48169e-08 284.835 0.00140245 1.97097e-14 
1.44421e-08 285.743 0.00140245 1.97097e-14 
1.40766e-08 286.652 0.00140245 1.97097e-14 
1.37205e-08 287.56 0.00140245 1.97097e-14 
1.33733e-08 288.468 0.00140245 1.97097e-14 
1.3035e-08 289.375 0.00140245 1.97097e-14 
1.27051e-08 290.279 0.00140245 1.97097e-14 
1.23837e-08 291.182 0.00140245 1.97097e-14 
1.20704e-08 292.086 0.00140245 1.97097e-14 
1.1765e-08 292.989 0.00140245 1.97097e-14 
1.14673e-08 293.893 0.00140245 1.97097e-14 
1.11771e-08 294.822 0.00140245 1.97097e-14 
1.08943e-08 295.759 0.00140245 1.97097e-14 
1.06187e-08 296.696 0.00140245 1.97097e-14 
1.035e-08 297.632 0.00140245 1.97097e-14 
1.00882e-08 298.569 0.00140245 1.97097e-14 
9.83291e-09 299.512 0.00140245 1.97097e-14 
9.58413e-09 300.461 0.00140245 1.97097e-14 
9.34163e-09 301.409 0.00140245 1.97097e-14 
9.10527e-09 302.358 0.00140245 1.97097e-14 
8.8749e-09 303.306 0.00140245 1.97097e-14 
8.65035e-09 304.26 0.00140245 1.97097e-14 
8.43148e-09 305.228 0.00140245 1.97097e-14 
8.21815e-09 306.196 0.00140245 1.97097e-14 
8.01022e-09 307.164 0.00140245 1.97097e-14 
7.80755e-09 308.132 0.00140245 1.97097e-14 
7.61001e-09 309.1 0.00140245 1.97097e-14 
