pressure temperature CH4 H2S H2 He
0.111928 53.8 0.000156707 5.39532e-16 0.8098730673300005 0.1899702256700001 
0.109096 53.8 0.000160775 5.53537e-16 0.8098697722500005 0.1899694527500001 
0.106336 53.8 0.000164948 5.67906e-16 0.8098663921200006 0.1899686598800001 
0.103646 53.8 0.00016923 5.82648e-16 0.8098629237000005 0.1899678463000001 
0.101023 53.8 0.000173623 5.97772e-16 0.8098593653700005 0.1899670116300001 
0.0984672 53.8134 0.000179091 6.20999e-16 0.8098549362900006 0.18996597271000012 
0.0959759 53.8356 0.000185387 6.50454e-16 0.8098498365300005 0.18996477647000012 
0.0935475 53.8578 0.000191902 6.81293e-16 0.8098445593800007 0.18996353862000012 
0.0911806 53.88 0.000198645 7.13584e-16 0.8098390975500006 0.18996225745000012 
0.0888736 53.9022 0.000205623 7.47396e-16 0.8098334453700007 0.18996093163000013 
0.086625 53.9245 0.000212852 7.82855e-16 0.8098275898800007 0.18995955812000015 
0.0844332 53.9468 0.000220334 8.19983e-16 0.8098215294600007 0.18995813654000016 
0.0822969 53.9691 0.000228077 8.5886e-16 0.8098152576300007 0.18995666537000017 
0.0802147 53.9914 0.000236091 8.99563e-16 0.8098087662900008 0.18995514271000016 
0.0781851 54.0137 0.000244384 9.4218e-16 0.8098020489600007 0.18995356704000016 
0.0762069 54.036 0.000252966 9.86794e-16 0.8097950975400009 0.1899519364600002 
0.0742788 54.0583 0.000261848 1.03351e-15 0.8097879031200009 0.1899502488800002 
0.0723994 54.0806 0.000271041 1.08242e-15 0.809780456790001 0.18994850221000023 
0.0705675 54.1057 0.00028087 1.13659e-15 0.809772495300001 0.18994663470000023 
0.068782 54.1501 0.000293288 1.21483e-15 0.809762436720001 0.18994427528000024 
0.0670418 54.1945 0.000306244 1.29836e-15 0.8097519423600011 0.18994181364000026 
0.0653455 54.2389 0.000319764 1.38754e-15 0.8097409911600011 0.18993924484000024 
0.0636922 54.2832 0.000333872 1.48276e-15 0.8097295636800013 0.18993656432000028 
0.0620807 54.3276 0.000348592 1.5844e-15 0.8097176404800013 0.1899337675200003 
0.0605099 54.372 0.00036395 1.69289e-15 0.8097052005000014 0.18993084950000033 
0.0589789 54.4164 0.000379974 1.8087e-15 0.8096922210600015 0.18992780494000033 
0.0574867 54.4608 0.000396692 1.9323e-15 0.8096786794800016 0.18992462852000036 
0.0560321 54.5118 0.000415204 2.0766e-15 0.8096636847600018 0.1899211112400004 
0.0546144 54.6125 0.000443094 2.33452e-15 0.8096410938600019 0.18991581214000045 
0.0532326 54.7132 0.000472788 2.6236e-15 0.8096170417200023 0.1899101702800005 
0.0518857 54.814 0.000504401 2.94749e-15 0.8095914351900024 0.18990416381000055 
0.0505729 54.9147 0.000538048 3.31025e-15 0.8095641811200027 0.18989777088000062 
0.0492934 55.0155 0.000573859 3.71642e-15 0.8095351742100031 0.1898909667900007 
0.0480462 55.1162 0.000611968 4.17106e-15 0.8095043059200036 0.18988372608000081 
0.0468305 55.217 0.000652514 4.67981e-15 0.8094714636600039 0.1898760223400009 
0.0456456 55.3177 0.000695649 5.24888e-15 0.8094365243100043 0.189867826690001 
0.0444907 55.4265 0.00074379 5.92694e-15 0.8093975301000048 0.1898586799000011 
0.043365 55.571 0.000805944 6.90315e-15 0.8093471853600056 0.1898468706400013 
0.0422678 55.7156 0.000873042 8.03485e-15 0.8092928359800065 0.18983412202000152 
0.0411984 55.8602 0.000945461 9.34597e-15 0.8092341765900076 0.18982036241000178 
0.040156 56.0048 0.0010236 1.0864e-14 0.8091708840000088 0.18980551600000206 
0.03914 56.1493 0.0011079 1.26205e-14 0.8091026010000103 0.1897894990000024 
0.0381497 56.2939 0.0011988 1.46516e-14 0.8090289720000119 0.18977222800000276 
0.0371845 56.4385 0.00129681 1.69988e-14 0.8089495839000138 0.18975360610000322 
0.0362436 56.583 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0353266 56.7298 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0344328 56.8856 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0335616 57.0415 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0327124 57.1973 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0318848 57.3532 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.031078 57.509 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0302917 57.6649 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0295253 57.8207 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0287782 57.9766 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0280501 58.1555 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0273404 58.4227 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0266486 58.6898 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0259744 58.9569 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0253172 59.224 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0246766 59.4911 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0240523 59.7582 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0234437 60.0253 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0228506 60.2924 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0222724 60.5597 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0217089 60.8272 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0211596 61.0948 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0206242 61.3624 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0201024 61.63 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0195938 61.8975 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.019098 62.1651 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0186148 62.4327 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0181438 62.7002 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0176848 63.0059 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0172373 63.4238 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0168012 63.8417 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0163761 64.2597 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0159617 64.6776 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0155579 65.0955 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0151642 65.5134 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0147806 65.9313 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0144066 66.3492 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0140421 66.7697 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0136868 67.2038 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0133405 67.6378 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.013003 68.0719 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.012674 68.506 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0123533 68.94 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0120407 69.3741 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0117361 69.8081 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0114391 70.2422 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0111497 70.6826 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0108676 71.1532 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0105926 71.6237 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0103246 72.0943 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0100634 72.5648 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00980878 73.0354 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0095606 73.506 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0093187 73.9765 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00908293 74.4471 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00885311 74.995 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00862911 75.7753 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00841078 76.5556 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00819797 77.3359 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00799055 78.1162 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00778838 78.8965 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00759132 79.6768 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00739925 80.4571 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00721204 81.2374 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00702956 82.0415 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0068517 82.907 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00667834 83.7726 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00650937 84.6381 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00634467 85.5037 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00618414 86.3692 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00602767 87.2348 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00587517 88.1003 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00572651 88.9659 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00558162 89.8506 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0054404 90.7878 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00530275 91.725 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00516858 92.6622 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00503781 93.5994 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00491034 94.5366 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0047861 95.4738 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00466501 96.411 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00454697 97.3482 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00443193 98.2854 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00431979 98.9381 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0042105 99.2444 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00410396 99.5508 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00400013 99.8571 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00389892 100.163 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00380027 100.47 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00370412 100.776 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0036104 101.082 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00351904 101.389 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00343001 101.695 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00334322 102.005 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00325863 102.316 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00317619 102.627 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00309582 102.938 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00301749 103.25 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00294115 103.561 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00286673 103.872 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0027942 104.183 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0027235 104.495 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00265459 104.81 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00258743 105.126 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00252196 105.443 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00245815 105.759 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00239596 106.076 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00233534 106.393 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00227625 106.709 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00221865 107.026 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00216252 107.345 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0021078 107.675 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00205447 108.005 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00200249 108.336 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00195182 108.666 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00190244 108.997 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00185431 109.327 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00180739 109.657 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00176166 109.988 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00171709 110.321 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00167364 110.654 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0016313 110.987 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00159002 111.321 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00154979 111.654 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00151058 111.987 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00147236 112.32 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0014351 112.654 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00139879 113.008 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0013634 113.365 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00132891 113.723 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00129528 114.081 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00126251 114.438 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00123057 114.796 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00119943 115.153 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00116908 115.511 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.0011395 115.862 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00111067 116.214 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00108257 116.566 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00105518 116.917 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00102848 117.269 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00100246 117.62 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000977097 117.972 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000952375 118.326 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000928279 118.684 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000904791 119.041 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000881898 119.399 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000859585 119.757 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000837836 120.115 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000816637 120.472 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000795975 120.83 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000775836 121.193 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000756206 121.557 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000737073 121.922 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000718424 122.286 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000700246 122.65 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000682529 123.015 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00066526 123.379 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000648428 123.754 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000632022 124.144 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000616031 124.534 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000600444 124.924 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000585252 125.315 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000570444 125.705 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000556011 126.095 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000541943 126.483 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000528231 126.862 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000514866 127.241 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000501839 127.619 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000489141 127.998 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000476765 128.377 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000464702 128.756 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000452945 129.137 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000441485 129.54 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000430314 129.943 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000419427 130.346 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000408815 130.75 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000398471 131.153 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000388389 131.556 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000378562 131.958 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000368984 132.354 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000359648 132.749 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000350548 133.145 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000341679 133.54 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000333034 133.936 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000324608 134.331 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000316395 134.735 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000308389 135.156 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000300587 135.577 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000292981 135.997 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000285568 136.418 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000278343 136.839 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000271301 137.26 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000264436 137.674 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000257746 138.084 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000251224 138.493 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000244868 138.912 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000238672 139.338 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000232634 139.765 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000226747 140.187 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00022101 140.592 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000215418 140.997 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000209968 141.403 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000204655 141.858 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000199477 142.313 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00019443 142.769 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000189511 143.193 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000184716 143.605 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000180042 144.017 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000175487 144.443 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000171047 144.881 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000166719 145.319 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000162501 145.767 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000158389 146.232 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000154382 146.698 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000150476 147.159 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000146669 147.592 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000142957 148.025 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00013934 148.459 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000135815 148.922 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000132379 149.388 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000129029 149.854 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000125765 150.303 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000122582 150.744 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000119481 151.185 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000116458 151.632 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000113511 152.084 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000110639 152.537 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.00010784 152.997 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000105111 153.467 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
0.000102452 153.938 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
9.98598e-05 154.296 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
9.73332e-05 154.514 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
9.48705e-05 154.731 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
9.24701e-05 154.943 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
9.01304e-05 155.137 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
8.785e-05 155.33 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
8.56272e-05 155.524 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
8.34607e-05 155.716 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
8.1349e-05 155.909 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
7.92908e-05 156.101 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
7.72846e-05 156.293 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
7.53292e-05 156.485 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
7.34232e-05 156.677 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
7.15655e-05 156.87 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
6.97548e-05 157.063 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
6.79899e-05 157.257 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
6.62697e-05 157.452 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
6.45929e-05 157.648 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
6.29586e-05 157.844 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
6.13657e-05 158.038 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
5.9813e-05 158.23 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
5.82997e-05 158.422 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
5.68245e-05 158.616 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
5.53868e-05 158.81 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
5.39854e-05 159.003 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
5.26195e-05 159.166 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
5.12882e-05 159.297 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.99905e-05 159.429 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.87256e-05 159.558 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.74928e-05 159.686 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.62912e-05 159.814 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.51199e-05 159.943 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.39783e-05 160.075 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.28656e-05 160.207 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.1781e-05 160.338 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
4.07239e-05 160.468 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.96935e-05 160.598 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.86892e-05 160.728 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.77103e-05 160.86 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.67562e-05 160.993 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.58262e-05 161.124 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.49197e-05 161.251 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.40362e-05 161.377 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.3175e-05 161.504 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.23357e-05 161.635 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.15175e-05 161.766 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
3.07201e-05 161.897 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
2.99428e-05 162.028 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
2.91852e-05 162.16 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
2.84468e-05 162.292 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
2.7727e-05 162.425 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
2.70255e-05 162.558 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
2.63417e-05 162.692 0.00140245 1.97097e-14 0.808864015500016 0.18973353450000374 
