,pressure,wavenumber,opd,w0,g0
0,1,4.0,0.0,0.0,0.0
1,1,4.166666666666667,0.0,0.0,0.0
2,1,4.3478260869565215,0.0,0.0,0.0
3,1,4.545454545454546,0.0,0.0,0.0
4,1,4.761904761904762,0.0,0.0,0.0
5,1,5.0,0.0,0.0,0.0
6,1,5.2631578947368425,0.0,0.0,0.0
7,1,5.555555555555555,0.0,0.0,0.0
8,1,5.882352941176471,0.0,0.0,0.0
9,1,6.25,0.0,0.0,0.0
10,1,6.666666666666667,0.0,0.0,0.0
11,1,7.142857142857143,0.0,0.0,0.0
12,1,7.6923076923076925,0.0,0.0,0.0
13,1,8.333333333333334,0.0,0.0,0.0
14,1,9.090909090909092,0.0,0.0,0.0
15,1,10.0,0.0,0.0,0.0
16,1,11.11111111111111,0.0,0.0,0.0
17,1,12.5,0.0,0.0,0.0
18,1,14.285714285714286,0.0,0.0,0.0
19,1,16.666666666666668,0.0,0.0,0.0
20,1,20.0,0.0,0.0,0.0
21,1,25.0,0.0,0.0,0.0
22,1,33.333333333333336,0.0,0.0,0.0
23,1,50.0,0.0,0.0,0.0
24,2,4.0,0.0,0.0,0.0
25,2,4.166666666666667,0.0,0.0,0.0
26,2,4.3478260869565215,0.0,0.0,0.0
27,2,4.545454545454546,0.0,0.0,0.0
28,2,4.761904761904762,0.0,0.0,0.0
29,2,5.0,0.0,0.0,0.0
30,2,5.2631578947368425,0.0,0.0,0.0
31,2,5.555555555555555,0.0,0.0,0.0
32,2,5.882352941176471,0.0,0.0,0.0
33,2,6.25,0.0,0.0,0.0
34,2,6.666666666666667,0.0,0.0,0.0
35,2,7.142857142857143,0.0,0.0,0.0
36,2,7.6923076923076925,0.0,0.0,0.0
37,2,8.333333333333334,0.0,0.0,0.0
38,2,9.090909090909092,0.0,0.0,0.0
39,2,10.0,0.0,0.0,0.0
40,2,11.11111111111111,0.0,0.0,0.0
41,2,12.5,0.0,0.0,0.0
42,2,14.285714285714286,0.0,0.0,0.0
43,2,16.666666666666668,0.0,0.0,0.0
44,2,20.0,0.0,0.0,0.0
45,2,25.0,0.0,0.0,0.0
46,2,33.333333333333336,0.0,0.0,0.0
